Time (ns),Voltage A (mV),Voltage B (mV)
0.0,-151.37180700094606,-11.719107638782923
25593600.0,358.409375286111,-12.695699942014832
51187200.0,338.8775292214728,-12.695699942014832
76780800.0,-195.31846064638202,-12.695699942014832
102374400.0,-585.955381939146,-10.742515335551012
127968000.0,-304.69679860835595,-10.742515335551012
153561600.0,246.10126041444136,-13.672292245246743
179155200.0,413.098544267098,-10.742515335551012
204748800.0,-39.063692129276404,-12.695699942014832
230342400.0,-531.2662129581591,-11.719107638782923
255936000.0,-448.25586718344675,-11.719107638782923
281529600.0,102.54219183935056,-12.695699942014832
307123200.0,444.3494979705191,-13.672292245246743
332716800.0,127.93359172338023,-11.719107638782923
358310400.0,-418.95809808648943,-11.719107638782923
383904000.0,-545.9150975066377,-9.765923032319101
409497600.0,-65.43168431653798,-13.672292245246743
435091200.0,401.3794366283151,-12.695699942014832
460684800.0,270.5160679952391,-12.695699942014832
486278400.0,-281.25858333079015,-13.672292245246743
511872000.0,-595.7213049714652,-13.672292245246743
537465600.0,-231.4523758659627,-13.672292245246743
563059200.0,313.4861293374432,-11.719107638782923
588652800.0,375.0114444410535,-9.765923032319101
614246400.0,-123.05063020722068,-11.719107638782923
639840000.0,-572.2830896938993,-11.719107638782923
665433600.0,-364.2689291055025,-11.719107638782923
691027200.0,188.48231452375865,-10.742515335551012
716620800.0,431.6537980285043,-11.719107638782923
742214400.0,22.461622974333935,-9.765923032319101
767808000.0,-501.9684438612018,-10.742515335551012
793401600.0,-477.5536362804041,-8.789330729087192
818995200.0,44.92324594866787,-11.719107638782923
844588800.0,433.6069826349681,-13.672292245246743
870182400.0,168.95046845912046,-13.672292245246743
895776000.0,-377.94122135074923,-12.695699942014832
921369600.0,-565.4469435712759,-12.695699942014832
946963200.0,-116.2144840845973,-12.695699942014832
972556800.0,389.66032898953216,-11.719107638782923
998150400.0,305.6733909115879,-10.742515335551012
1023744000.0,-242.1948912015137,-12.695699942014832
1049337600.0,-592.7915280617694,-13.672292245246743
1074931200.0,-257.8203680532243,-12.695699942014832
1100524800.0,292.977690969573,-11.719107638782923
1126118400.0,391.613513595996,-12.695699942014832
1151712000.0,-95.70604571672719,-14.648884548478652
1177305600.0,-557.6342051454207,-9.765923032319101
1202899200.0,-399.42625202185127,-13.672292245246743
1228492800.0,159.18454542680135,-12.695699942014832
1254086400.0,439.4665364543596,-11.719107638782923
1279680000.0,48.829615161595505,-11.719107638782923
1305273600.0,-475.60045167394026,-10.742515335551012
1330867200.0,-511.7343668935209,-12.695699942014832
1356460800.0,8.789330729087192,-11.719107638782923
1382054400.0,427.74742881557665,-13.672292245246743
1407648000.0,209.96734519486068,-12.695699942014832
1433241600.0,-350.5966368602557,-11.719107638782923
1458835200.0,-574.2362743003632,-10.742515335551012
1484428800.0,-146.4888454847865,-9.765923032319101
1510022400.0,366.2221137119663,-11.719107638782923
1535616000.0,333.0179754020814,-14.648884548478652
1561209600.0,-201.1780144657735,-10.742515335551012
1586803200.0,-588.8851588488418,-14.648884548478652
