Time (ns),Voltage A (mV),Voltage B (mV)
0.0,-17.578661458174384,-12.695699942014832
12800.0,-94.72945341349528,-9.765923032319101
25600.0,-172.8568376720481,-13.672292245246743
38400.0,-249.0310373241371,-8.789330729087192
51200.0,-324.22864467299416,-11.719107638782923
64000.0,-393.5666982024598,-10.742515335551012
76800.0,-452.1622363963744,-10.742515335551012
89600.0,-505.87481307412946,-12.695699942014832
102400.0,-548.8448744163335,-10.742515335551012
115200.0,-571.3064973906675,-13.672292245246743
128000.0,-594.7447126682333,-9.765923032319101
140800.0,-585.955381939146,-10.742515335551012
153600.0,-569.3533127842036,-11.719107638782923
166400.0,-546.8916898098697,-9.765923032319101
179200.0,-500.015259254738,-11.719107638782923
192000.0,-452.1622363963744,-12.695699942014832
204800.0,-384.7773674733726,-10.742515335551012
217600.0,-316.4159062471389,-11.719107638782923
230400.0,-246.10126041444136,-11.719107638782923
243200.0,-166.99728385265664,-12.695699942014832
256000.0,-87.89330729087192,-11.719107638782923
268800.0,-15.625476851710562,-11.719107638782923
281600.0,74.22101504562517,-12.695699942014832
294400.0,146.4888454847865,-8.789330729087192
307200.0,215.82689901425215,-8.789330729087192
320000.0,284.18836024048585,-12.695699942014832
332800.0,333.9945677053133,-8.789330729087192
345600.0,378.9178136539811,-9.765923032319101
358400.0,417.00491348002566,-14.648884548478652
371200.0,431.6537980285043,-11.719107638782923
384000.0,447.27927488021487,-11.719107638782923
396800.0,436.5367595446638,-11.719107638782923
409600.0,416.0283211767937,-12.695699942014832
422400.0,379.89440595721305,-10.742515335551012
435200.0,332.04138309884945,-10.742515335551012
448000.0,284.18836024048585,-10.742515335551012
460800.0,217.78008362071597,-12.695699942014832
473600.0,148.44203009125033,-11.719107638782923
486400.0,68.36146122623371,-12.695699942014832
499200.0,-2.9297769096957307,-12.695699942014832
512000.0,-84.96353038117618,-11.719107638782923
524800.0,-166.99728385265664,-13.672292245246743
537600.0,-245.12466811120944,-10.742515335551012
550400.0,-320.3222754600665,-9.765923032319101
563200.0,-387.70714438306834,-11.719107638782923
576000.0,-454.1154210028382,-12.695699942014832
588800.0,-502.9450361644337,-10.742515335551012
601600.0,-543.961912900174,-12.695699942014832
614400.0,-577.1660512100589,-10.742515335551012
627200.0,-588.8851588488418,-12.695699942014832
640000.0,-592.7915280617694,-7.812738425855281
652800.0,-574.2362743003632,-12.695699942014832
665600.0,-542.9853205969421,-12.695699942014832
678400.0,-504.8982207708975,-10.742515335551012
691200.0,-449.2324594866787,-10.742515335551012
704000.0,-388.6837366863002,-9.765923032319101
716800.0,-323.2520523697623,-12.695699942014832
729600.0,-252.93740653706473,-10.742515335551012
742400.0,-169.92706076235237,-11.719107638782923
755200.0,-92.77626880703147,-13.672292245246743
768000.0,-14.648884548478652,-8.789330729087192
780800.0,66.4082766197699,-13.672292245246743
793600.0,135.74633014923552,-11.719107638782923
806400.0,215.82689901425215,-8.789330729087192
819200.0,272.4692526017029,-10.742515335551012
832000.0,332.04138309884945,-11.719107638782923
844800.0,376.9646290475173,-13.672292245246743
857600.0,410.16876735740226,-9.765923032319101
870400.0,433.6069826349681,-10.742515335551012
883200.0,445.32609027375105,-12.695699942014832
896000.0,437.51335184789576,-9.765923032319101
908800.0,418.95809808648943,-11.719107638782923
921600.0,383.8007751701407,-10.742515335551012
934400.0,336.924344615009,-8.789330729087192
947200.0,277.3522141178625,-9.765923032319101
