Time (ns),Voltage A (mV),Voltage B (mV)
0.0,99.9908444471572,251.47251808221685
96000.0,99.9908444471572,499.954222235786
192000.0,99.9908444471572,108.64589373455
288000.0,-100.0030518509476,-425.3059480574969
384000.0,-100.0030518509476,-408.94802697836235
480000.0,99.9908444471572,135.74633014923552
576000.0,99.9908444471572,499.954222235786
672000.0,99.9908444471572,228.03430280465102
768000.0,-100.0030518509476,-329.84405041657766
864000.0,-100.0030518509476,-476.33289590136417
960000.0,1.6602069154942474,8.789330729087192
1056000.0,99.9908444471572,479.5068208868679
1152000.0,99.9908444471572,333.0179754020814
1248000.0,-100.0030518509476,-230.2316354869228
1344000.0,-100.0030518509476,-500.015259254738
1440000.0,-100.0030518509476,-107.18100527970213
1536000.0,99.9908444471572,422.13202307199316
1632000.0,99.9908444471572,423.35276345103307
1728000.0,-100.0030518509476,-114.01715140232551
1824000.0,-100.0030518509476,-500.015259254738
