Time (ns),Voltage A (mV),Voltage B (mV)
0.0,-499.0386669515061,-11.719107638782923
96000.0,33.20413830988495,-11.719107638782923
192000.0,440.44312875759147,-13.672292245246743
288000.0,184.57594531083103,-11.719107638782923
384000.0,-376.9646290475173,-15.625476851710562
480000.0,-551.7746513260292,-9.765923032319101
576000.0,-84.96353038117618,-12.695699942014832
672000.0,403.3326212347789,-10.742515335551012
768000.0,293.95428327280496,-11.719107638782923
864000.0,-267.5862910855434,-12.695699942014832
960000.0,-584.0021973326823,-10.742515335551012
1056000.0,-207.03756828516495,-11.719107638782923
1152000.0,333.9945677053133,-13.672292245246743
1248000.0,372.08166753135777,-12.695699942014832
1344000.0,-152.34839930417797,-12.695699942014832
1440000.0,-579.1192358165227,-12.695699942014832
1536000.0,-331.06479079561757,-13.672292245246743
1632000.0,241.2182988982818,-12.695699942014832
1728000.0,421.8878749961852,-11.719107638782923
1824000.0,-25.391399884029664,-12.695699942014832
1920000.0,-532.242805261391,-12.695699942014832
2016000.0,-431.6537980285043,-13.672292245246743
2112000.0,129.88677632984405,-12.695699942014832
2208000.0,449.2324594866787,-9.765923032319101
2304000.0,96.6826380199591,-13.672292245246743
2400000.0,-457.045197912534,-11.719107638782923
2496000.0,-512.7109591967528,-12.695699942014832
2592000.0,8.789330729087192,-14.648884548478652
2688000.0,427.74742881557665,-14.648884548478652
2784000.0,209.96734519486068,-8.789330729087192
2880000.0,-350.5966368602557,-10.742515335551012
2976000.0,-566.4235358745079,-12.695699942014832
3072000.0,-118.16766869106112,-11.719107638782923
3168000.0,384.7773674733726,-13.672292245246743
3264000.0,309.57976012451553,-10.742515335551012
3360000.0,-246.10126041444136,-13.672292245246743
3456000.0,-587.9085665456099,-11.719107638782923
3552000.0,-234.38215277565843,-11.719107638782923
3648000.0,317.3924985503708,-8.789330729087192
3744000.0,386.7305520798364,-11.719107638782923
3840000.0,-127.93359172338023,-13.672292245246743
3936000.0,-570.3299050874356,-10.742515335551012
4032000.0,-345.7136753440962,-11.719107638782923
4128000.0,222.66304513687552,-13.672292245246743
4224000.0,429.7006134220405,-10.742515335551012
4320000.0,-1.9531846064638203,-13.672292245246743
4416000.0,-516.6173284096805,-10.742515335551012
4512000.0,-457.045197912534,-10.742515335551012
4608000.0,109.37833796197394,-14.648884548478652
4704000.0,446.30268257698293,-13.672292245246743
4800000.0,128.91018402661214,-11.719107638782923
4896000.0,-443.3729056672872,-9.765923032319101
4992000.0,-525.4066591387676,-7.812738425855281
5088000.0,-15.625476851710562,-12.695699942014832
5184000.0,424.8176519058809,-12.695699942014832
5280000.0,234.38215277565843,-11.719107638782923
5376000.0,-337.9009369182409,-10.742515335551012
5472000.0,-566.4235358745079,-9.765923032319101
5568000.0,-135.74633014923552,-10.742515335551012
5664000.0,378.9178136539811,-12.695699942014832
5760000.0,324.22864467299416,-11.719107638782923
5856000.0,-219.7332682271798,-10.742515335551012
5952000.0,-588.8851588488418,-11.719107638782923
6048000.0,-263.67992187261575,-10.742515335551012
6144000.0,299.8138370921964,-11.719107638782923
6240000.0,391.613513595996,-10.742515335551012
6336000.0,-100.58900723288674,-12.695699942014832
6432000.0,-555.6810205389569,-11.719107638782923
6528000.0,-366.2221137119663,-10.742515335551012
6624000.0,200.20142216254158,-9.765923032319101
6720000.0,438.48994415112765,-13.672292245246743
6816000.0,19.531846064638202,-11.719107638782923
6912000.0,-503.92162846766564,-12.695699942014832
7008000.0,-463.8813440351573,-10.742515335551012
7104000.0,87.89330729087192,-13.672292245246743
7200000.0,449.2324594866787,-11.719107638782923
7296000.0,143.5590685750908,-13.672292245246743
7392000.0,-424.8176519058809,-11.719107638782923
7488000.0,-538.1023590807825,-9.765923032319101
7584000.0,-36.13391521958068,-8.789330729087192
7680000.0,421.8878749961852,-11.719107638782923
7776000.0,250.007629627369,-12.695699942014832
7872000.0,-319.34568315683464,-14.648884548478652
7968000.0,-578.1426435132909,-13.672292245246743
8064000.0,-157.23136082033753,-12.695699942014832
8160000.0,365.2455214087344,-14.648884548478652
8256000.0,339.85412152470474,-12.695699942014832
8352000.0,-203.1311990722373,-12.695699942014832
8448000.0,-584.0021973326823,-10.742515335551012
8544000.0,-277.3522141178625,-11.719107638782923
8640000.0,287.1181371501816,-12.695699942014832
8736000.0,405.28580584124273,-13.672292245246743
8832000.0,-81.05716116824854,-14.648884548478652
8928000.0,-550.7980590227974,-12.695699942014832
9024000.0,-384.7773674733726,-11.719107638782923
9120000.0,171.8802453688162,-12.695699942014832
9216000.0,441.4197210608234,-13.672292245246743
9312000.0,44.92324594866787,-13.672292245246743
9408000.0,-488.29615161595507,-12.695699942014832
9504000.0,-480.4834131900998,-12.695699942014832
9600000.0,60.54872280037843,-13.672292245246743
9696000.0,442.3963133640553,-9.765923032319101
9792000.0,166.02069154942473,-10.742515335551012
9888000.0,-402.356028931547,-11.719107638782923
9984000.0,-542.9853205969421,-12.695699942014832
10080000.0,-59.57213049714652,-13.672292245246743
10176000.0,413.098544267098,-10.742515335551012
10272000.0,269.5394756920072,-12.695699942014832
10368000.0,-294.93087557603684,-12.695699942014832
10464000.0,-584.0021973326823,-12.695699942014832
10560000.0,-182.6227607043672,-13.672292245246743
10656000.0,347.66685995056,-12.695699942014832
10752000.0,350.5966368602557,-12.695699942014832
10848000.0,-176.76320688497574,-11.719107638782923
10944000.0,-585.955381939146,-12.695699942014832
11040000.0,-306.64998321481977,-13.672292245246743
11136000.0,261.72673726615193,-13.672292245246743
11232000.0,416.0283211767937,-12.695699942014832
11328000.0,-53.71257667775506,-12.695699942014832
11424000.0,-542.9853205969421,-10.742515335551012
11520000.0,-411.1453596606342,-9.765923032319101
11616000.0,156.25476851710562,-9.765923032319101
11712000.0,446.30268257698293,-9.765923032319101
11808000.0,69.33805352946563,-12.695699942014832
11904000.0,-475.60045167394026,-10.742515335551012
12000000.0,-496.10889004181035,-9.765923032319101
12096000.0,40.040284432508315,-11.719107638782923
12192000.0,443.3729056672872,-11.719107638782923
12288000.0,184.57594531083103,-15.625476851710562
12384000.0,-388.6837366863002,-11.719107638782923
12480000.0,-556.6576128421888,-11.719107638782923
12576000.0,-80.08056886501663,-8.789330729087192
12672000.0,395.5198828089236,-10.742515335551012
12768000.0,292.977690969573,-12.695699942014832
12864000.0,-275.3990295113987,-10.742515335551012
12960000.0,-584.9787896359142,-14.648884548478652
13056000.0,-206.06097598193304,-11.719107638782923
13152000.0,337.9009369182409,-10.742515335551012
13248000.0,372.08166753135777,-13.672292245246743
13344000.0,-155.2781762138737,-14.648884548478652
13440000.0,-573.2596819971312,-11.719107638782923
13536000.0,-322.27546006653034,-12.695699942014832
13632000.0,245.12466811120944,-11.719107638782923
13728000.0,424.8176519058809,-11.719107638782923
13824000.0,-32.227546006653036,-12.695699942014832
13920000.0,-530.2896206549273,-11.719107638782923
14016000.0,-419.93469038972137,-12.695699942014832
14112000.0,132.8165532395398,-13.672292245246743
