Time (ns),Voltage A (mV),Voltage B (mV)
0.0,330.08819849238563,-7.812738425855281
198400.0,-589.8617511520737,-5.859553819391461
396800.0,345.7136753440962,-7.812738425855281
595200.0,-204.10779137546922,-7.812738425855281
793600.0,-231.4523758659627,-9.765923032319101
992000.0,360.36255989257484,-7.812738425855281
1190400.0,-585.955381939146,-8.789330729087192
1388800.0,312.50953703421123,-9.765923032319101
1587200.0,-165.04409924619281,-4.8829615161595505
1785600.0,-280.2819910275582,-7.812738425855281
1984000.0,382.82418286690876,-8.789330729087192
2182400.0,-575.2128666035951,-6.836146122623371
2380800.0,277.3522141178625,-9.765923032319101
2579200.0,-112.30811487166967,-8.789330729087192
2777600.0,-326.181829279458,-9.765923032319101
2976000.0,411.1453596606342,-7.812738425855281
3174400.0,-556.6576128421888,-7.812738425855281
3372800.0,240.2417065950499,-4.8829615161595505
3571200.0,-64.45509201330607,-9.765923032319101
3769600.0,-364.2689291055025,-10.742515335551012
3968000.0,426.7708365123447,-8.789330729087192
4166400.0,-544.9385052034058,-8.789330729087192
4364800.0,195.31846064638202,-7.812738425855281
4563200.0,-12.695699942014832,-6.836146122623371
4761600.0,-410.16876735740226,-10.742515335551012
4960000.0,435.56016724143194,-7.812738425855281
5158400.0,-524.4300668355357,-5.859553819391461
5356800.0,150.39521469771415,-9.765923032319101
5555200.0,34.18073061311686,-9.765923032319101
5753600.0,-447.27927488021487,-7.812738425855281
5952000.0,450.2090517899106,-8.789330729087192
6150400.0,-495.1322977385785,-8.789330729087192
6348800.0,105.4719687490463,-7.812738425855281
6547200.0,79.10397656178472,-8.789330729087192
6745600.0,-482.4365977965636,-7.812738425855281
6944000.0,451.1856440931425,-10.742515335551012
7142400.0,-462.9047517319254,-10.742515335551012
7340800.0,61.52531510361034,-7.812738425855281
7539200.0,131.83996093630788,-8.789330729087192
7737600.0,-507.8279976805933,-8.789330729087192
7936000.0,442.3963133640553,-7.812738425855281
8134400.0,-425.79424420911283,-8.789330729087192
8332800.0,9.765923032319101,-7.812738425855281
8531200.0,173.83342997528,-5.859553819391461
8729600.0,-537.1257667775506,-9.765923032319101
8928000.0,431.6537980285043,-6.836146122623371
9126400.0,-389.66032898953216,-7.812738425855281
9324800.0,-41.016876735740226,-7.812738425855281
9523200.0,215.82689901425215,-7.812738425855281
9721600.0,-555.6810205389569,-6.836146122623371
9920000.0,428.72402111880854,-5.859553819391461
10118400.0,-348.6434522537919,-10.742515335551012
10316800.0,-87.89330729087192,-7.812738425855281
10515200.0,258.79696035645617,-7.812738425855281
10713600.0,-568.3767204809717,-7.812738425855281
10912000.0,401.3794366283151,-4.8829615161595505
11110400.0,-303.72020630512407,-9.765923032319101
11308800.0,-135.74633014923552,-8.789330729087192
11507200.0,292.977690969573,-8.789330729087192
11705600.0,-581.0724204229865,-8.789330729087192
11904000.0,373.0582598345897,-6.836146122623371
12102400.0,-269.5394756920072,-8.789330729087192
12300800.0,-178.71639149143957,-7.812738425855281
12499200.0,332.04138309884945,-7.812738425855281
12697600.0,-595.7213049714652,-6.836146122623371
12896000.0,343.7604907376324,-8.789330729087192
13094400.0,-209.96734519486068,-6.836146122623371
13292800.0,-237.31192968535416,-8.789330729087192
13491200.0,362.31574449903866,-7.812738425855281
13689600.0,-585.955381939146,-8.789330729087192
13888000.0,312.50953703421123,-10.742515335551012
14086400.0,-160.16113773003326,-9.765923032319101
14284800.0,-274.42243720816674,-6.836146122623371
14483200.0,384.7773674733726,-9.765923032319101
14681600.0,-581.0724204229865,-8.789330729087192
14880000.0,275.3990295113987,-7.812738425855281
15078400.0,-113.28470717490158,-5.859553819391461
15276800.0,-318.3690908536027,-7.812738425855281
15475200.0,406.2623981444746,-7.812738425855281
15673600.0,-560.5639820551164,-7.812738425855281
15872000.0,240.2417065950499,-8.789330729087192
16070400.0,-65.43168431653798,-9.765923032319101
16268800.0,-366.2221137119663,-7.812738425855281
16467200.0,422.8644672994171,-8.789330729087192
16665600.0,-543.961912900174,-10.742515335551012
16864000.0,198.24823755607775,-6.836146122623371
17062400.0,-16.602069154942473,-9.765923032319101
17260800.0,-411.1453596606342,-8.789330729087192
17459200.0,437.51335184789576,-8.789330729087192
17657600.0,-510.757774590289,-10.742515335551012
17856000.0,145.51225318155463,-3.9063692129276406
18054400.0,35.15732291634877,-8.789330729087192
18252800.0,-449.2324594866787,-6.836146122623371
18451200.0,448.25586718344675,-6.836146122623371
18649600.0,-494.15570543534653,-10.742515335551012
18848000.0,102.54219183935056,-5.859553819391461
19046400.0,82.03375347148045,-7.812738425855281
19244800.0,-480.4834131900998,-7.812738425855281
19443200.0,449.2324594866787,-8.789330729087192
19641600.0,-464.8579363383892,-6.836146122623371
19840000.0,53.71257667775506,-7.812738425855281
20038400.0,130.86336863307596,-7.812738425855281
20236800.0,-510.757774590289,-6.836146122623371
20435200.0,446.30268257698293,-8.789330729087192
20633600.0,-429.7006134220405,-9.765923032319101
20832000.0,6.836146122623371,-7.812738425855281
21030400.0,172.8568376720481,-6.836146122623371
21228800.0,-534.1959898678549,-9.765923032319101
21427200.0,430.67720572527236,-6.836146122623371
21625600.0,-392.59010589922786,-8.789330729087192
21824000.0,-39.063692129276404,-7.812738425855281
22022400.0,210.9439374980926,-9.765923032319101
22220800.0,-559.5873897518845,-7.812738425855281
22419200.0,409.1921750541704,-10.742515335551012
22617600.0,-345.7136753440962,-7.812738425855281
22816000.0,-90.82308420056765,-10.742515335551012
23014400.0,263.67992187261575,-6.836146122623371
23212800.0,-572.2830896938993,-8.789330729087192
23411200.0,398.44965971861933,-5.859553819391461
23609600.0,-301.76702169866024,-8.789330729087192
23808000.0,-140.62929166539507,-8.789330729087192
24006400.0,295.9074678792688,-10.742515335551012
24204800.0,-584.9787896359142,-8.789330729087192
24403200.0,369.15189062166206,-9.765923032319101
24601600.0,-259.7735526596881,-7.812738425855281
24800000.0,-189.45890682699056,-8.789330729087192
24998400.0,329.11160618915375,-7.812738425855281
25196800.0,-591.8149357585376,-8.789330729087192
25395200.0,344.73708304086426,-6.836146122623371
25593600.0,-211.9205298013245,-9.765923032319101
25792000.0,-239.26511429181798,-8.789330729087192
25990400.0,363.2923368022706,-7.812738425855281
26188800.0,-586.931974242378,-6.836146122623371
26387200.0,310.5563524277474,-9.765923032319101
26585600.0,-161.13773003326517,-5.859553819391461
26784000.0,-281.25858333079015,-9.765923032319101
26982400.0,387.70714438306834,-8.789330729087192
27180800.0,-579.1192358165227,-7.812738425855281
27379200.0,275.3990295113987,-8.789330729087192
27577600.0,-110.35493026520585,-2.9297769096957307
27776000.0,-329.11160618915375,-5.859553819391461
27974400.0,408.21558275093844,-7.812738425855281
28172800.0,-564.470351268044,-6.836146122623371
28371200.0,237.31192968535416,-7.812738425855281
28569600.0,-64.45509201330607,-7.812738425855281
28768000.0,-370.12848292489394,-8.789330729087192
28966400.0,423.841059602649,-8.789330729087192
29164800.0,-547.8682821131016,-8.789330729087192
29363200.0,194.3418683431501,-8.789330729087192
29561600.0,-14.648884548478652,-7.812738425855281
29760000.0,-414.0751365703299,-8.789330729087192
29958400.0,431.6537980285043,-6.836146122623371
30156800.0,-524.4300668355357,-7.812738425855281
30355200.0,146.4888454847865,-6.836146122623371
30553600.0,36.13391521958068,-10.742515335551012
30752000.0,-451.1856440931425,-6.836146122623371
30950400.0,441.4197210608234,-10.742515335551012
31148800.0,-490.2493362224189,-5.859553819391461
31347200.0,106.44856105227821,-10.742515335551012
31545600.0,75.19760734885708,-7.812738425855281
31744000.0,-480.4834131900998,-7.812738425855281
31942400.0,454.1154210028382,-6.836146122623371
32140800.0,-458.99838251899774,-7.812738425855281
32339200.0,56.64235358745079,-7.812738425855281
32537600.0,127.93359172338023,-7.812738425855281
32736000.0,-508.80458998382517,-10.742515335551012
32934400.0,438.48994415112765,-7.812738425855281
33132800.0,-436.5367595446638,-7.812738425855281
33331200.0,7.812738425855281,-9.765923032319101
33529600.0,177.73979918820766,-9.765923032319101
33728000.0,-538.1023590807825,-6.836146122623371
33926400.0,430.67720572527236,-8.789330729087192
34124800.0,-385.7539597766045,-7.812738425855281
34323200.0,-38.08709982604449,-6.836146122623371
34521600.0,218.75667592394788,-7.812738425855281
34720000.0,-555.6810205389569,-10.742515335551012
34918400.0,418.95809808648943,-7.812738425855281
35116800.0,-345.7136753440962,-8.789330729087192
35315200.0,-88.86989959410383,-8.789330729087192
35513600.0,257.8203680532243,-6.836146122623371
35712000.0,-568.3767204809717,-8.789330729087192
35910400.0,397.47306741538745,-7.812738425855281
36108800.0,-301.76702169866024,-5.859553819391461
36307200.0,-138.67610705893125,-5.859553819391461
36505600.0,300.7904293954283,-5.859553819391461
36704000.0,-582.0490127262185,-7.812738425855281
36902400.0,374.0348521378216,-5.859553819391461
37100800.0,-253.91399884029664,-9.765923032319101
37299200.0,-186.52912991729485,-8.789330729087192
37497600.0,337.9009369182409,-9.765923032319101
37696000.0,-587.9085665456099,-7.812738425855281
37894400.0,345.7136753440962,-9.765923032319101
38092800.0,-206.06097598193304,-7.812738425855281
38291200.0,-236.33533738212225,-5.859553819391461
38489600.0,355.4795983764153,-7.812738425855281
38688000.0,-584.9787896359142,-7.812738425855281
38886400.0,311.53294473097935,-8.789330729087192
39084800.0,-162.11432233649708,-9.765923032319101
39283200.0,-284.18836024048585,-9.765923032319101
39481600.0,388.6837366863002,-8.789330729087192
