Time (ns),Voltage A (mV),Voltage B (mV)
0.0,-100.0030518509476,-362.31574449903866
6400.0,-100.0030518509476,-331.7972350230415
12800.0,-100.0030518509476,-296.3957640308847
19200.0,-100.0030518509476,-259.0411084322642
25600.0,-100.0030518509476,-227.0577105014191
32000.0,-100.0030518509476,-189.2147587511826
38400.0,-100.0030518509476,-156.01062044129765
44800.0,-100.0030518509476,-109.8666341135899
51200.0,-78.02972502822962,-71.7795342875454
57600.0,-40.52858058412427,-34.18073061311686
64000.0,-10.54719687490463,-5.615405743583484
70400.0,37.989440595721305,44.67909787285989
76800.0,81.64311655018768,87.64915921506393
83200.0,99.9908444471572,125.24796288949247
89600.0,99.9908444471572,163.33506271553696
96000.0,99.9908444471572,192.87697988830226
102400.0,99.9908444471572,239.75341044343395
108800.0,99.9908444471572,269.7836237678152
115200.0,99.9908444471572,312.0212408825953
121600.0,99.9908444471572,334.97116000854516
